"ID","locus_tag","Organism","Experiment","product","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"fig|518634.20.peg.115","BBBR_0110","Bifidobacterium breve","ΔBBIF","Chaperone protein DnaJ","NA",853.078928681088,-3.06144314322658,0.294284673177334,-10.4029989403552,2.40250623474786E-25,3.39053692378792E-23
"fig|518634.20.peg.116","BBBR_0111","Bifidobacterium breve","ΔBBIF","HspR%2C transcriptional repressor of DnaK operon","NA",133.073143302179,-3.00673092113443,0.362304775123432,-8.29889951108174,1.05080201664126E-16,9.88629563989985E-15
"fig|518634.20.peg.118","BBBR_0113","Bifidobacterium breve","ΔBBIF","Acyl-CoA reductase (EC 1.2.1.50)","NA",18.7612588385184,-3.62056664415504,0.615127828813628,-5.88587684471678,3.95949083020162E-09,1.17638556507832E-07
"fig|518634.20.peg.119","BBBR_0114","Bifidobacterium breve","ΔBBIF","Thiamin-related 3-oxoacyl-[acyl-carrier protein] reductase OarX","NA",25.941790542209,-3.18741663456754,0.527386585483628,-6.04379542882115,1.50530354500165E-09,4.72079917307463E-08
"fig|518634.20.peg.1228","BBBR_1168","Bifidobacterium breve","ΔBBIF","Uncharacterized MFS-type transporter","NA",9.2733029751019,-1.84046569242267,0.64891429629312,-2.83622306202253,0.00456505500535354,0.0247010408542666
"fig|518634.20.peg.1229","BBBR_1169","Bifidobacterium breve","ΔBBIF","DNA topoisomerase IV subunit B (EC 5.99.1.3)","NA",50.8405378869904,-1.68503502923052,0.278127999642293,-6.05848757190099,1.37407362021204E-09,4.43236890634113E-08
"fig|518634.20.peg.1230","BBBR_1170","Bifidobacterium breve","ΔBBIF","RNA polymerase sigma factor RpoD","NA",64.2701911498964,-1.4975147931792,0.35354952261088,-4.23565780013054,2.27883601104822E-05,0.000282725918293785
"fig|518634.20.peg.1231","BBBR_1171","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",3.20655749130145,-4.36334607781864,1.56431364414387,-2.78930385485876,0.00528214814504753,0.0281299304516918
"fig|518634.20.peg.1236","BBBR_1176","Bifidobacterium breve","ΔBBIF","Anthranilate phosphoribosyltransferase (EC 2.4.2.18)","NA",34.5112078454193,-2.66212235336335,0.579330696284102,-4.59516882229532,4.3239904201003E-06,6.51588819600193E-05
"fig|518634.20.peg.1238","BBBR_1178","Bifidobacterium breve","ΔBBIF","Ribosome hibernation promoting factor Hpf","NA",904.332810868579,-3.19073766294901,0.157247742350321,-20.2911508633338,1.53949025719338E-91,1.73808450037132E-88
"fig|518634.20.peg.1239","BBBR_1179","Bifidobacterium breve","ΔBBIF","Regulatory protein RecX","NA",29.5298777551049,-2.6233540731152,0.362410975958335,-7.23861650762143,4.53284725676203E-13,2.69346555414965E-11
"fig|518634.20.peg.1240","BBBR_1180","Bifidobacterium breve","ΔBBIF","RecA protein","NA",70.4003105169764,-3.11032411397841,0.439955180444134,-7.06963857281677,1.55337745100471E-12,8.35125305802058E-11
"fig|518634.20.peg.1241","BBBR_1181","Bifidobacterium breve","ΔBBIF","Uncharacterized membrane protein SCO5766","NA",26.5198449779858,-3.50929969346095,0.431128241225214,-8.13980472141642,3.95915941076149E-16,3.4383776728844E-14
"fig|518634.20.peg.1242","BBBR_1182","Bifidobacterium breve","ΔBBIF","Transcriptional regulator","NA",126.251827194125,-2.7703938996243,0.357019749788787,-7.75977771891685,8.50783667269853E-15,6.40356506898442E-13
"fig|518634.20.peg.1255","BBBR_1195","Bifidobacterium breve","ΔBBIF","probable cation-transporting ATPase","NA",16.8682177626384,1.91218736318028,0.6607048361148,2.89416280713894,0.00380170987028517,0.0213616588786448
"fig|518634.20.peg.1257","BBBR_1197","Bifidobacterium breve","ΔBBIF","RNA methyltransferase%2C TrmA family","NA",9.2456250153538,2.68439380956598,0.968261194964254,2.77238602923159,0.005564700189184,0.0290858634888368
"fig|518634.20.peg.1261","BBBR_1201","Bifidobacterium breve","ΔBBIF","Dipeptide ABC transporter%2C ATP-binding protein DppD (TC 3.A.1.5.2)","NA",48.0931640310717,1.83523610475373,0.41822157925937,4.38819084372392,1.14297461017527E-05,0.000153621230343796
"fig|518634.20.peg.1264","BBBR_1204","Bifidobacterium breve","ΔBBIF","Dipeptide ABC transporter%2C substrate-binding protein DppA (TC 3.A.1.5.2)","NA",144.214972611393,0.598614975050434,0.197031359817365,3.03817105868482,0.00238018802130948,0.0146843293773683
"fig|518634.20.peg.1267","BBBR_1207","Bifidobacterium breve","ΔBBIF","ABC transporter%2C fused permease protein","NA",14.095356282202,2.18501078015106,0.712377610721257,3.06720866471198,0.00216067968399604,0.0137819625041329
"fig|518634.20.peg.1272","BBBR_1212","Bifidobacterium breve","ΔBBIF","GTP-binding protein TypA/BipA","NA",26.4188946782594,1.44568351106868,0.448197097191873,3.22555304379801,0.00125729535018552,0.00933872664710163
"fig|518634.20.peg.1289","BBBR_1229","Bifidobacterium breve","ΔBBIF","Translation initiation factor 3","NA",37.2895801159942,1.66570864928733,0.57556349022674,2.89404848912695,0.00380309427334598,0.0213616588786448
"fig|518634.20.peg.1294","BBBR_1234","Bifidobacterium breve","ΔBBIF","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)","NA",19.1855732044052,-1.51354451412305,0.52066095298789,-2.90696758694377,0.0036495101110552,0.0208095803807137
"fig|518634.20.peg.1307","BBBR_1247","Bifidobacterium breve","ΔBBIF","Glucosamine-6-phosphate deaminase (EC 3.5.99.6)","NA",80.6842684357042,0.952494633988991,0.310468898932034,3.06792286527066,0.00215552248922712,0.0137819625041329
"fig|518634.20.peg.1383","BBBR_1315","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",31.8894028248131,-1.75914668985909,0.5384514126836,-3.26704814663153,0.00108675196334663,0.0082345165544855
"fig|518634.20.peg.1385","BBBR_1317","Bifidobacterium breve","ΔBBIF","UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)","NA",15.2546110048296,2.01735353452826,0.660952144497575,3.05219303897071,0.00227175952185489,0.0142489805565232
"fig|518634.20.peg.1392","BBBR_1324","Bifidobacterium breve","ΔBBIF","Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)","NA",26.1859371832082,1.59508127604078,0.502833164877502,3.17218788945508,0.00151295087806827,0.0107588208144167
"fig|518634.20.peg.1402","BBBR_1334","Bifidobacterium breve","ΔBBIF","L-lactate dehydrogenase (EC 1.1.1.27)","NA",93.8335494218158,-0.753230699495282,0.209581000907505,-3.59398369238491,0.000325660228584877,0.00301369178747808
"fig|518634.20.peg.1405","BBBR_1337","Bifidobacterium breve","ΔBBIF","ATP-dependent helicase HrpA","NA",11.2766179277699,3.06296518485328,0.937332594328361,3.26774637240479,0.00108407466307353,0.0082345165544855
"fig|518634.20.peg.1407","BBBR_1339","Bifidobacterium breve","ΔBBIF","Glutamine synthetase type I (EC 6.3.1.2)","NA",24.3453058873532,1.54561605659875,0.498007445047904,3.10360030149766,0.00191181419245275,0.0126850545785793
"fig|518634.20.peg.1416","BBBR_1348","Bifidobacterium breve","ΔBBIF","oxidoreductase of aldo/keto reductase family%2C subgroup 1","NA",15.2489768774523,-1.60668625076759,0.522380903512316,-3.07569867115119,0.00210009966025913,0.0135486429510432
"fig|518634.20.peg.1423","BBBR_1355","Bifidobacterium breve","ΔBBIF","oxidoreductase of aldo/keto reductase family%2C subgroup 1","NA",16.0919836590153,-2.83828950013083,0.76802219229043,-3.69558266495706,0.000219383084005982,0.00219188939683853
"fig|518634.20.peg.1425","BBBR_1357","Bifidobacterium breve","ΔBBIF","DNA polymerase III alpha subunit (EC 2.7.7.7)","NA",20.1144349168976,1.60257465954692,0.619702582802404,2.58603837392415,0.00970861210595686,0.0449222256869889
"fig|518634.20.peg.1426","BBBR_1358","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",8.6392253559738,-2.65023695996977,0.806553124270558,-3.28588022316153,0.00101664230154748,0.00786156957840484
"fig|518634.20.peg.1433","BBBR_1365","Bifidobacterium breve","ΔBBIF","tRNA-dihydrouridine synthase DusB","NA",26.4520245734465,-2.18669080923345,0.414723397581728,-5.27264876296863,1.344687603842E-07,2.81139315692152E-06
"fig|518634.20.peg.1434","BBBR_1366","Bifidobacterium breve","ΔBBIF","Glycyl-tRNA synthetase (EC 6.1.1.14)","NA",82.2718681860752,-1.46407431381368,0.329549785946439,-4.44264987036475,8.88576985469235E-06,0.000122341880072533
"fig|518634.20.peg.144","BBBR_0138","Bifidobacterium breve","ΔBBIF","N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)","NA",5.19064086835002,-2.79205512004214,1.08946401999393,-2.56277864050774,0.0103838228685003,0.0470816707571759
"fig|518634.20.peg.1440","BBBR_1372","Bifidobacterium breve","ΔBBIF","Uncharacterized MFS-type transporter","NA",5.52523377322822,-2.71788345141064,0.888227627030966,-3.05989519881922,0.0022141445477756,0.0139651910303835
"fig|518634.20.peg.146","BBBR_0140","Bifidobacterium breve","ΔBBIF","ABC transporter%2C substrate-binding protein (cluster 5%2C nickel/peptides/opines)","NA",32.5733923134496,-1.5940059395574,0.434338253025872,-3.6699644308383,0.000242584221196468,0.00234083406607532
"fig|518634.20.peg.1460","BBBR_1392","Bifidobacterium breve","ΔBBIF","Replication-associated recombination protein RarA","NA",26.815986416432,-1.76700377186773,0.597718606483273,-2.9562468905963,0.00311407707599168,0.0182165441388321
"fig|518634.20.peg.1461","BBBR_1393","Bifidobacterium breve","ΔBBIF","Helicase%2C C-terminal:DEAD/DEAH box helicase%2C N-terminal","NA",49.6542760955642,-1.98847433341862,0.271544203708567,-7.32283844126069,2.42780026241433E-13,1.52277027570321E-11
"fig|518634.20.peg.1462","BBBR_1394","Bifidobacterium breve","ΔBBIF","UDP-galactose-lipid carrier transferase (EC 2.-.-.-)","NA",26.429926660704,-1.94904871513094,0.385320558144276,-5.05825260016662,4.23115723728833E-07,7.70480084015891E-06
"fig|518634.20.peg.1466","BBBR_1398","Bifidobacterium breve","ΔBBIF","ABC transporter%2C permease protein (cluster 3%2C basic aa/glutamine/opines)","NA",3.54220703219081,4.03930344143583,1.45317052032648,2.77964862687164,0.00544177448664664,0.0287091747449722
"fig|518634.20.peg.1472","BBBR_1404","Bifidobacterium breve","ΔBBIF","Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)","NA",58.1078090521634,0.937910852204914,0.296045971866496,3.16812570119303,0.00153425168389822,0.0107588208144167
"fig|518634.20.peg.1475","BBBR_1407","Bifidobacterium breve","ΔBBIF","5'-nucleotidase (EC 3.1.3.5)","NA",5.81130846040603,-3.04369688645614,1.17315696504385,-2.59444982823962,0.00947424402104223,0.0440181954722497
"fig|518634.20.peg.1480","BBBR_1412","Bifidobacterium breve","ΔBBIF","ATP-dependent Clp protease%2C ATP-binding subunit ClpC","NA",225.826832495391,-2.08223271844673,0.335846035714279,-6.19996217617466,5.64767318859141E-10,1.99256969684991E-08
"fig|518634.20.peg.1481","BBBR_1413","Bifidobacterium breve","ΔBBIF","Universal stress protein family","NA",19.7624862599309,-1.60741654571179,0.474651811984438,-3.38651724301116,0.000707858280123905,0.00583337225007218
"fig|518634.20.peg.1485","BBBR_1417","Bifidobacterium breve","ΔBBIF","Two-component system sensor histidine kinase","NA",36.6586872707302,1.734925770422,0.421672846343654,4.11438816956232,3.88207702917437E-05,0.000476398365862812
"fig|518634.20.peg.1486","BBBR_1418","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",39.3959318083429,1.19359087879921,0.406984664467879,2.93276622685475,0.00335956750064215,0.0193517944297194
"fig|518634.20.peg.1489","BBBR_1421","Bifidobacterium breve","ΔBBIF","Heat shock protein 60 kDa family chaperone GroEL","NA",5168.69765705392,-3.00693050338518,0.268918053804287,-11.1815865868699,5.01846651727543E-29,1.13316973960079E-26
"fig|518634.20.peg.1491","BBBR_1423","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",12.9931863603835,2.82891961040514,0.850972240060509,3.32433830062892,0.000886286128161894,0.00699732194891454
"fig|518634.20.peg.1493","BBBR_1425","Bifidobacterium breve","ΔBBIF","MoxR-like ATPase in aerotolerance operon","NA",6.69535209578751,3.85303980206809,1.2962541229983,2.9724416946546,0.00295441318336355,0.0174635208587301
"fig|518634.20.peg.1494","BBBR_1426","Bifidobacterium breve","ΔBBIF","hypothetical protein PA3071","NA",3.31144657252023,3.94246451987333,1.48436152233452,2.65600021325858,0.00790735643803717,0.038315044714781
"fig|518634.20.peg.1497","BBBR_1429","Bifidobacterium breve","ΔBBIF","Aerotolerance protein BatB","NA",4.24818330654268,4.30206874432906,1.42358616553087,3.02199392526744,0.00251115587590305,0.0154081249124704
"fig|518634.20.peg.1503","BBBR_1435","Bifidobacterium breve","ΔBBIF","DNA-binding protein HU-alpha","NA",217.83251574645,-0.827111784519152,0.15977637684872,-5.17668381792311,2.25864511061722E-07,4.39656953428766E-06
"fig|518634.20.peg.1521","BBBR_1453","Bifidobacterium breve","ΔBBIF","Dihydroxy-acid dehydratase (EC 4.2.1.9)","NA",21.7404784226099,-1.26959728636465,0.400597960535226,-3.1692554916365,0.00152829986704442,0.0107588208144167
"fig|518634.20.peg.1554","BBBR_1482","Bifidobacterium breve","ΔBBIF","Activator of (R)-2-hydroxyglutaryl-CoA dehydratase","NA",105.68713321285,-1.32306644548171,0.226149192757876,-5.8504141860822,4.9035040204011E-09,1.41950154846996E-07
"fig|518634.20.peg.1556","BBBR_1484","Bifidobacterium breve","ΔBBIF","Ribonucleotide reductase of class III (anaerobic)%2C large subunit (EC 1.17.4.2)","NA",214.15185911828,0.948627252737727,0.20278415096959,4.67801476694293,2.89665690425287E-06,4.73960238391521E-05
"fig|518634.20.peg.1560","BBBR_1488","Bifidobacterium breve","ΔBBIF","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","NA",14.6692551960802,5.06433035305622,1.23713796447529,4.09358575880757,4.24752873097191E-05,0.000515640853469601
"fig|518634.20.peg.159","BBBR_0152","Bifidobacterium breve","ΔBBIF","Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)","NA",36.2267444362023,1.34609838233842,0.384326425529613,3.50248719037068,0.000460935946624868,0.00400732759820318
"fig|518634.20.peg.1608","BBBR_1535","Bifidobacterium breve","ΔBBIF","Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)","NA",11.6091838978833,2.20779206323188,0.789717296097602,2.79567393818233,0.00517916237214688,0.0277122005599708
"fig|518634.20.peg.1615","BBBR_1542","Bifidobacterium breve","ΔBBIF","Putative glycosyltransferase","NA",3.2183207749567,3.89970232565949,1.51912392032654,2.5670732146863,0.0102560954930138,0.0466900476274701
"fig|518634.20.peg.1625","BBBR_1552","Bifidobacterium breve","ΔBBIF","ABC transporter%2C substrate-binding protein (cluster 1%2C maltose/g3p/polyamine/iron)","NA",115.807210367428,1.68433452882877,0.322688138181845,5.21969768804948,1.79215426951928E-07,3.67880394597684E-06
"fig|518634.20.peg.1628","BBBR_1555","Bifidobacterium breve","ΔBBIF","beta-glycosyl hydrolase","NA",6.78231524501057,3.87334088367517,1.297579118476,2.98505180032829,0.0028353030535663,0.0169368103041077
"fig|518634.20.peg.1630","BBBR_1557","Bifidobacterium breve","ΔBBIF","ABC-type antimicrobial peptide transport system%2C permease component","NA",16.4464738808514,2.86061934330477,0.76370785964881,3.74569844628838,0.000179892577322538,0.00182971819637068
"fig|518634.20.peg.1631","BBBR_1558","Bifidobacterium breve","ΔBBIF","ABC transporter membrane-spanning permease%2C Pep export%2C Vex3","NA",8.86671850387852,4.31872115400161,1.2693932921988,3.40219314261608,0.000668473772113786,0.00559042139789973
"fig|518634.20.peg.1638","BBBR_1565","Bifidobacterium breve","ΔBBIF","Universal stress protein UspA and related nucleotide-binding proteins","NA",130.583879141249,-2.08032735626007,0.211207990460136,-9.84966218241973,6.8774744566207E-23,7.76466866152478E-21
"fig|518634.20.peg.1639","BBBR_1566","Bifidobacterium breve","ΔBBIF","NLP/P60 family protein","NA",29.3348759609644,1.81629164358987,0.47611182467543,3.81484254214449,0.000136269794586505,0.00149367570959382
"fig|518634.20.peg.1647","BBBR_1573","Bifidobacterium breve","ΔBBIF","Phosphoglycerate mutase (EC 5.4.2.11)","NA",102.211534144734,1.20478611116594,0.234649107039934,5.13441592156114,2.83021581106633E-07,5.41578584863371E-06
"fig|518634.20.peg.1649","BBBR_1575","Bifidobacterium breve","ΔBBIF","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)","NA",20.7556096224643,1.39475194705392,0.514716117149188,2.70974990015644,0.00673339597182701,0.0341815694513736
"fig|518634.20.peg.1656","BBBR_1581","Bifidobacterium breve","ΔBBIF","hypothetical protein","NA",32.0059212703983,2.7745530726197,0.532492930150758,5.21049748366458,1.8833493518495E-07,3.79696681828229E-06
"fig|518634.20.peg.1659","BBBR_1584","Bifidobacterium breve","ΔBBIF","UDP-glucose 4-epimerase (EC 5.1.3.2)","NA",125.213296271917,0.804858714690221,0.239389821694226,3.36212587901198,0.000773448559355653,0.00628218290296786
"fig|518634.20.peg.1660","BBBR_1585","Bifidobacterium breve","ΔBBIF","N-acetylhexosamine 1-kinase (EC 2.7.1.162)","NA",10.797880851218,2.50320896728396,0.853449314216849,2.93304936284468,0.00335650521396127,0.0193517944297194
"fig|518634.20.peg.1661","BBBR_1586","Bifidobacterium breve","ΔBBIF","1%2C3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)","NA",86.6250298980192,2.10054055362267,0.303397532794706,6.92339365542569,4.40950196272718E-12,1.99133108636759E-10
"fig|518634.20.peg.1662","BBBR_1587","Bifidobacterium breve","ΔBBIF","ABC transporter%2C permease protein 2 (cluster 1%2C maltose/g3p/polyamine/iron)","NA",50.8979402725549,1.2087669175002,0.335070716948902,3.60749792911489,0.00030916400490911,0.00288467902101144
"fig|518634.20.peg.1663","BBBR_1588","Bifidobacterium breve","ΔBBIF","Predicted galacto-N-biose-/lacto-N-biose I ABC transporter%2C permease component 1","NA",54.6823287558669,0.955691124675491,0.295719062789131,3.23175352870968,0.00123033127309008,0.00919896693588543
"fig|518634.20.peg.1665","BBBR_1589","Bifidobacterium breve","ΔBBIF","ABC transporter%2C substrate-binding protein (cluster 1%2C maltose/g3p/polyamine/iron)","NA",640.777861452154,-1.20935529236913,0.173418991296748,-6.97360354437612,3.08923872701796E-12,1.51641327078403E-10
"fig|518634.20.peg.1672","BBBR_1594","Bifidobacterium breve","ΔBBIF","Phosphoglucomutase (EC 5.4.2.2)","NA",96.9461059386707,0.952543051027101,0.240795376143761,3.95581952727534,7.62727266080278E-05,0.000869817255964277
"fig|518634.20.peg.1675","BBBR_1597","Bifidobacterium breve","ΔBBIF","Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4)%3B Mercuric ion reductase (EC 1.16.1.1)%3B PF00070 family%2C FAD-dependent NAD(P)-disulphide oxidoreductase","NA",54.1441875163163,-1.61134535161632,0.448951119795941,-3.58913316075191,0.00033177934640849,0.0030453567650015
"fig|518634.20.peg.168","BBBR_0159","Bifidobacterium breve","ΔBBIF","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","NA",17.8468425624432,-1.74805515345788,0.686185431571718,-2.5474967450911,0.010849886526721,0.0487840789691402
"fig|518634.20.peg.1681","BBBR_1602","Bifidobacterium breve","ΔBBIF","FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)","NA",4.19271874397737,4.28127899019921,1.43989915499827,2.97331863508479,0.00294598450715148,0.0174635208587301
"fig|518634.20.peg.1684","BBBR_1605","Bifidobacterium breve","ΔBBIF","Translation initiation factor 2","NA",83.542221900195,1.1467966115954,0.291355943106422,3.9360673386934,8.28277407996939E-05,0.000935125193628544
"fig|518634.20.peg.1698","BBBR_1618","Bifidobacterium breve","ΔBBIF","Translation initiation factor 1","NA",70.4287255063233,0.699048298107745,0.262424706937305,2.66380519679785,0.00772622904889645,0.0375987611905349
"fig|518634.20.peg.1703","BBBR_1623","Bifidobacterium breve","ΔBBIF","SSU ribosomal protein S5p (S2e)","NA",108.500274032159,0.63229369426177,0.211480984173903,2.98983710867274,0.00279126254912656,0.0168520610586304
"fig|518634.20.peg.1704","BBBR_1624","Bifidobacterium breve","ΔBBIF","LSU ribosomal protein L18p (L5e)","NA",32.214470155955,1.89303323954745,0.485516093016506,3.89901234331092,9.65858515010537E-05,0.00107965768658108
"fig|518634.20.peg.1705","BBBR_1625","Bifidobacterium breve","ΔBBIF","LSU ribosomal protein L6p (L9e)","NA",65.0348734854496,1.44812659891132,0.383453490287304,3.77653779556501,0.000159023437973741,0.00166238390252179
"fig|518634.20.peg.1706","BBBR_1626","Bifidobacterium breve","ΔBBIF","SSU ribosomal protein S8p (S15Ae)","NA",40.8870225114605,1.20069922358755,0.383305298686062,3.13248793508319,0.00173331551193374,0.0116482929343642
"fig|518634.20.peg.1708","BBBR_1628","Bifidobacterium breve","ΔBBIF","LSU ribosomal protein L5p (L11e)","NA",54.026292779319,1.00885216539159,0.329291272208225,3.06370757605033,0.00218612484117927,0.0138659266611876
"fig|518634.20.peg.1709","BBBR_1629","Bifidobacterium breve","ΔBBIF","LSU ribosomal protein L24p (L26e)","NA",23.0190088821715,1.7109181739072,0.589095436514594,2.90431408538813,0.00368058723192249,0.0208813215318618
"fig|518634.20.peg.1711","BBBR_1631","Bifidobacterium breve","ΔBBIF","SSU ribosomal protein S17p (S11e)","NA",32.822030472308,1.33171193703444,0.42374119206464,3.14274836143684,0.00167369657277772,0.0114877118392002
